customerid,country,distinct_orders,revenue
14175,United Kingdom,3,"$3,222.30"
17146,United Kingdom,3,$749.78
17779,United Kingdom,3,$658.57
17361,United Kingdom,3,$488.20
12560,Germany,3,"$2,134.01"
13029,United Kingdom,3,"$1,247.50"
16431,United Kingdom,3,$642.81
15516,United Kingdom,3,$62.43
14463,United Kingdom,3,$529.62
17590,United Kingdom,3,"$1,479.22"
15787,United Kingdom,3,$948.05
15793,United Kingdom,3,$965.61
16520,United Kingdom,3,"$1,046.57"
13662,United Kingdom,3,$897.76
16872,United Kingdom,3,$680.02
15646,United Kingdom,3,$447.64
15050,United Kingdom,3,"$1,782.09"
16927,United Kingdom,3,$543.05
17579,United Kingdom,3,$448.90
16730,United Kingdom,3,$743.11
13461,United Kingdom,3,"$1,445.00"
14798,United Kingdom,3,$173.74
14759,United Kingdom,3,"$1,625.97"
15376,United Kingdom,3,"$1,233.36"
12427,Germany,3,$825.80
12414,Austria,3,$562.41
15582,United Kingdom,3,$682.91
13249,United Kingdom,3,$711.41
13652,United Kingdom,3,"$1,095.08"
15620,United Kingdom,3,"$1,553.18"
13611,United Kingdom,3,"$1,171.80"
13124,United Kingdom,3,"$3,866.33"
15799,United Kingdom,3,$884.14
16639,United Kingdom,3,"$1,257.51"
15643,United Kingdom,3,$664.00
15238,United Kingdom,3,"$1,071.99"
15901,United Kingdom,3,$363.88
13617,United Kingdom,3,$544.18
13606,United Kingdom,3,$280.54
15806,United Kingdom,3,$784.58
15026,United Kingdom,3,$469.00
13873,United Kingdom,3,$389.60
15334,United Kingdom,3,$351.67
14958,United Kingdom,3,$499.68
16221,United Kingdom,3,$864.86
15449,United Kingdom,3,$974.52
15414,United Kingdom,3,$774.90
16464,United Kingdom,3,"$1,314.68"
15781,United Kingdom,3,$345.46
15297,United Kingdom,3,$641.94
18043,United Kingdom,3,$559.51
13280,United Kingdom,3,$814.86
17703,United Kingdom,3,$798.74
14803,United Kingdom,3,$845.55
16040,United Kingdom,3,"$1,313.55"
18136,United Kingdom,3,$784.33
17420,United Kingdom,3,$598.83
14287,United Kingdom,3,$176.63
17550,United Kingdom,3,$267.16
14818,United Kingdom,3,$657.80
16136,United Kingdom,3,$709.38
16233,United Kingdom,3,$536.68
13705,United Kingdom,3,$711.86
17159,United Kingdom,3,"$1,538.88"
14513,United Kingdom,3,$455.59
16378,United Kingdom,3,$362.95
17405,United Kingdom,3,"$1,031.41"
16092,United Kingdom,3,$817.86
16462,United Kingdom,3,$136.00
12999,United Kingdom,3,$455.88
14038,United Kingdom,3,"$1,560.38"
16889,United Kingdom,3,"$1,578.67"
14669,United Kingdom,3,"$1,269.99"
14765,United Kingdom,3,$254.11
13764,United Kingdom,3,"$1,521.76"
14450,United Kingdom,3,$483.25
17734,United Kingdom,3,$700.63
13637,United Kingdom,3,$810.50
13951,United Kingdom,3,$674.45
18035,United Kingdom,3,$730.40
17990,United Kingdom,3,$630.84
13447,United Kingdom,3,"$1,129.14"
14828,United Kingdom,3,"$2,139.76"
14973,United Kingdom,3,"$1,314.45"
12527,Germany,3,$348.71
14971,United Kingdom,3,"$1,116.57"
14616,United Kingdom,3,$406.08
13334,United Kingdom,3,"$3,536.82"
14618,United Kingdom,3,$553.44
16532,United Kingdom,3,"$6,748.80"
12933,United Kingdom,3,$607.53
13900,United Kingdom,3,$740.95
15051,United Kingdom,3,"$1,391.61"
16734,United Kingdom,3,$650.51
15036,United Kingdom,3,$465.55
13344,United Kingdom,3,"$2,543.72"
14133,United Kingdom,3,$605.64
12456,Switzerland,3,"$3,181.04"
15807,United Kingdom,3,$903.90
15533,United Kingdom,3,$807.57
14231,United Kingdom,3,$925.71
13741,United Kingdom,3,$668.43
15122,United Kingdom,3,"$1,633.78"
16110,United Kingdom,3,"$1,337.48"
12360,Austria,3,"$2,662.06"
15525,United Kingdom,3,$825.92
16416,United Kingdom,3,"$1,051.40"
12642,Germany,3,"$1,013.26"
15969,United Kingdom,3,$666.10
16714,United Kingdom,3,"$1,161.53"
13373,United Kingdom,3,"$3,312.25"
16020,United Kingdom,3,$851.01
13722,United Kingdom,3,"$2,375.41"
13848,United Kingdom,3,"$1,255.00"
16960,United Kingdom,3,$507.05
13318,United Kingdom,3,$640.76
17179,United Kingdom,3,$711.79
17312,United Kingdom,3,$644.30
18202,United Kingdom,3,"$1,396.99"
16298,United Kingdom,3,$598.20
14359,United Kingdom,3,$912.18
16157,United Kingdom,3,$656.69
16037,United Kingdom,3,$855.02
17545,United Kingdom,3,$645.96
17483,United Kingdom,3,$414.04
17351,United Kingdom,3,$587.15
16099,United Kingdom,3,$731.90
14740,United Kingdom,3,"$1,448.21"
17115,United Kingdom,3,$837.50
13174,United Kingdom,3,"$2,817.03"
17724,United Kingdom,3,"$1,033.00"
16473,United Kingdom,3,$316.11
17817,United Kingdom,3,$387.68
16102,United Kingdom,3,"$1,842.14"
14332,United Kingdom,3,$866.31
17521,United Kingdom,3,$723.21
18235,United Kingdom,3,"$1,796.48"
12798,Japan,3,"$6,977.04"
15907,United Kingdom,3,$967.45
13308,United Kingdom,3,"$1,385.51"
16943,United Kingdom,3,$816.73
15098,United Kingdom,3,"$39,916.50"
18287,United Kingdom,3,"$1,837.28"
12577,France,3,$657.80
16898,United Kingdom,3,$508.81
17892,United Kingdom,3,$244.10
18096,United Kingdom,3,$911.15
14001,United Kingdom,3,"$2,043.08"
16012,United Kingdom,3,"$1,415.29"
14075,United Kingdom,3,$942.26
13425,United Kingdom,3,"$1,624.21"
14720,United Kingdom,3,$663.81
16948,United Kingdom,3,$435.02
15067,United Kingdom,3,"$1,744.76"
16924,United Kingdom,3,$846.75
17282,United Kingdom,3,"$1,703.41"
16034,United Kingdom,3,$437.70
16842,United Kingdom,3,"$1,264.19"
16832,United Kingdom,3,$199.15
16214,United Kingdom,3,"$1,062.75"
13140,United Kingdom,3,$423.72
12412,Denmark,3,"$1,226.88"
17951,United Kingdom,3,"$1,008.54"
13562,United Kingdom,3,"$1,799.33"
15164,United Kingdom,3,$843.05
15680,United Kingdom,3,"$1,333.68"
16226,United Kingdom,3,$255.12
17341,United Kingdom,3,$781.36
15452,United Kingdom,3,$538.73
12649,Germany,3,$623.51
14286,United Kingdom,3,"$4,628.75"
15826,United Kingdom,3,"$1,654.31"
13037,United Kingdom,3,$881.07
12593,France,3,$418.10
16951,United Kingdom,3,"$1,277.75"
17631,United Kingdom,3,$528.33
12488,France,3,"$1,298.66"
17266,United Kingdom,3,$310.64
12409,Switzerland,3,"$11,072.67"
12372,Denmark,3,"$1,298.04"
13533,United Kingdom,3,$270.79
16008,United Kingdom,3,$478.78
15156,United Kingdom,3,$961.49
13516,United Kingdom,3,"$1,389.41"
12891,United Kingdom,3,$331.00
13810,Germany,3,"$1,499.01"
12507,Spain,3,"$1,304.81"
17317,United Kingdom,3,"$2,600.34"
12628,Germany,3,$786.46
17646,United Kingdom,3,"$1,008.39"
15885,United Kingdom,3,$379.35
17398,United Kingdom,3,$653.38
17045,United Kingdom,3,$339.44
17295,United Kingdom,3,$556.95
15032,United Kingdom,3,"$4,959.10"
14006,United Kingdom,3,$962.19
18155,United Kingdom,3,$371.62
17015,United Kingdom,3,"$1,842.56"
16495,United Kingdom,3,$684.41
15399,United Kingdom,3,$815.77
13959,United Kingdom,3,$598.20
16589,United Kingdom,3,$459.24
16442,United Kingdom,3,$616.79
16330,United Kingdom,3,$251.91
15467,United Kingdom,3,$524.88
13846,United Kingdom,3,$865.06
15747,United Kingdom,3,$974.04
17429,United Kingdom,3,$524.92
14535,United Kingdom,3,"$2,864.19"
16762,United Kingdom,3,"$1,501.38"
12669,France,3,"$2,744.03"
17289,United Kingdom,3,$944.41
13643,United Kingdom,3,$519.44
13405,United Kingdom,3,$572.45
16460,United Kingdom,3,$814.72
15181,United Kingdom,3,$689.48
12827,United Kingdom,3,$430.15
14461,United Kingdom,3,"$2,103.06"
12854,United Kingdom,3,"$1,324.50"
13692,United Kingdom,3,"$1,488.32"
17797,United Kingdom,3,$780.43
14125,United Kingdom,3,"$2,740.43"
16357,United Kingdom,3,$658.88
16049,United Kingdom,3,"$1,111.79"
15651,United Kingdom,3,$646.30
17014,United Kingdom,3,$586.33
12885,United Kingdom,3,"$1,175.22"
14779,United Kingdom,3,$386.15
18150,United Kingdom,3,$566.58
13539,United Kingdom,3,$631.34
16511,United Kingdom,3,$950.26
13242,United Kingdom,3,$270.40
15589,United Kingdom,3,$478.53
17198,United Kingdom,3,$692.22
14880,United Kingdom,3,$706.19
16572,United Kingdom,3,"$1,009.60"
14034,United Kingdom,3,$651.82
12787,Netherlands,3,$463.66
14540,United Kingdom,3,$996.26
17158,United Kingdom,3,"$1,266.97"
17588,United Kingdom,3,"$1,240.20"
13500,United Kingdom,3,"$1,166.77"
13772,United Kingdom,3,"$1,132.13"
18167,United Kingdom,3,"$1,384.86"
14161,United Kingdom,3,"$1,110.52"
14737,United Kingdom,3,"$1,164.55"
14385,United Kingdom,3,$202.11
12808,Portugal,3,$483.65
14013,United Kingdom,3,$473.02
16930,United Kingdom,3,$380.55
16014,United Kingdom,3,$662.38
13867,United Kingdom,3,"$1,015.29"
16038,United Kingdom,3,$471.78
17034,United Kingdom,3,$745.52
17580,United Kingdom,3,$215.72
13217,United Kingdom,3,$533.98
13819,United Kingdom,3,"$1,140.35"
15786,United Kingdom,3,"$4,932.20"
17897,United Kingdom,3,$566.60
16041,United Kingdom,3,"$3,166.40"
17076,United Kingdom,3,$841.08
12498,Germany,3,$403.70
15782,United Kingdom,3,"$2,614.74"
15436,United Kingdom,3,"$1,122.53"
15933,United Kingdom,3,"$1,107.46"
12990,United Kingdom,3,$409.50
15749,United Kingdom,3,"$44,534.30"
15321,United Kingdom,3,"$2,748.31"
17830,United Kingdom,3,$398.70
16768,United Kingdom,3,$478.09
15730,United Kingdom,3,"$1,120.88"
17765,United Kingdom,3,$371.88
12697,Sweden,3,$957.59
14775,United Kingdom,3,"$1,011.90"
15329,United Kingdom,3,"$1,049.70"
16496,United Kingdom,3,"$1,599.52"
16866,United Kingdom,3,$207.74
13851,United Kingdom,3,"$2,651.46"
14937,Channel Islands,3,"$1,621.88"
13811,Germany,3,$814.50
15133,United Kingdom,3,$982.42
14823,United Kingdom,3,$321.43
13000,United Kingdom,3,$534.85
12536,France,3,"$12,601.83"
14593,United Kingdom,3,$617.99
13058,United Kingdom,3,$271.40
16245,United Kingdom,3,"$1,413.66"
17616,United Kingdom,3,$571.20
16146,United Kingdom,3,$734.13
14267,United Kingdom,3,"$1,516.24"
18127,United Kingdom,3,$348.73
15831,United Kingdom,3,$801.76
16488,United Kingdom,3,$498.80
15780,United Kingdom,3,$475.28
17048,United Kingdom,3,$925.35
13131,United Kingdom,3,"$1,073.30"
14712,United Kingdom,3,$917.07
17768,United Kingdom,3,"$2,273.18"
17472,United Kingdom,3,$710.29
14019,United Kingdom,3,"$1,421.61"
16804,United Kingdom,3,$536.99
15018,United Kingdom,3,$496.21
14708,United Kingdom,3,"$1,126.37"
13856,United Kingdom,3,$388.50
12429,Denmark,3,"$3,312.42"
16554,United Kingdom,3,$837.10
18263,United Kingdom,3,"$1,213.16"
13427,United Kingdom,3,$582.60
16000,United Kingdom,3,"$12,393.70"
14021,United Kingdom,3,$631.90
14997,United Kingdom,3,$546.20
17444,Canada,3,"$2,940.04"
14475,United Kingdom,3,$925.85
14499,United Kingdom,3,$815.32
14465,United Kingdom,3,"$1,058.62"
14514,United Kingdom,3,"$1,055.35"
15073,United Kingdom,3,"$1,043.41"
15839,United Kingdom,3,"$1,048.49"
13946,United Kingdom,3,$561.57
17440,United Kingdom,3,$186.42
13330,United Kingdom,3,"$1,140.93"
16669,United Kingdom,3,"$1,374.87"
15568,United Kingdom,3,$758.29
17777,United Kingdom,3,$665.86
13055,United Kingdom,3,"$1,214.41"
13812,Germany,3,$539.00
12879,United Kingdom,3,$573.22
14561,United Kingdom,3,"$1,080.76"
17411,United Kingdom,3,$778.94
16551,United Kingdom,3,$922.12
18036,United Kingdom,3,$405.62
16533,United Kingdom,3,"$1,095.56"
14387,United Kingdom,3,"$1,770.56"
17615,United Kingdom,3,$329.60
16969,United Kingdom,3,$650.41
12413,France,3,$758.10
17618,United Kingdom,3,$971.58
14867,United Kingdom,3,$710.28
16317,United Kingdom,3,"$1,341.65"
17759,United Kingdom,3,$834.99
12950,United Kingdom,3,"$1,843.00"
17835,United Kingdom,3,$350.64
16882,United Kingdom,3,$705.12
16807,United Kingdom,3,"$1,121.59"
18062,United Kingdom,3,$720.52
16385,United Kingdom,3,$555.89
17058,United Kingdom,3,"$1,179.89"
17864,United Kingdom,3,$597.50
15157,United Kingdom,3,"$1,936.07"
14529,United Kingdom,3,$620.04
15462,United Kingdom,3,$234.60
15489,United Kingdom,3,"$1,134.28"
17152,United Kingdom,3,"$1,689.50"
13258,United Kingdom,3,$698.58
17064,United Kingdom,3,$859.35
15344,United Kingdom,3,$563.94
14246,United Kingdom,3,"$1,474.06"
17033,United Kingdom,3,"$1,030.14"
18123,United Kingdom,2,$589.44
17928,United Kingdom,2,$212.54
13759,United Kingdom,2,$659.41
15734,United Kingdom,2,"$1,339.45"
13707,United Kingdom,2,$806.41
14912,Italy,2,$867.85
17852,United Kingdom,2,$114.34
14869,United Kingdom,2,$725.70
13655,United Kingdom,2,$932.97
14152,United Kingdom,2,$621.29
13479,United Kingdom,2,$300.95
15985,United Kingdom,2,"$1,142.42"
16140,United Kingdom,2,$725.18
16792,United Kingdom,2,$110.38
16596,United Kingdom,2,$250.15
17374,United Kingdom,2,$495.77
13030,United Kingdom,2,$799.48
16309,United Kingdom,2,$706.57
16343,United Kingdom,2,$370.48
16584,United Kingdom,2,$936.08
18217,United Kingdom,2,$621.75
17035,United Kingdom,2,$433.53
12897,United Kingdom,2,$216.50
14672,United Kingdom,2,$765.55
15545,United Kingdom,2,$292.72
14195,United Kingdom,2,"$1,012.00"
15869,United Kingdom,2,$149.64
12493,France,2,$433.74
18080,United Kingdom,2,"$1,231.50"
15272,United Kingdom,2,$721.94
13931,United Kingdom,2,"$1,237.53"
16352,United Kingdom,2,$494.44
14104,United Kingdom,2,$216.21
12556,Spain,2,$603.71
13669,United Kingdom,2,$218.55
15381,United Kingdom,2,$596.85
14338,United Kingdom,2,$588.22
17384,United Kingdom,2,$336.40
15330,United Kingdom,2,$714.96
12434,Australia,2,$806.14
13363,United Kingdom,2,$992.50
17764,United Kingdom,2,$818.82
13236,United Kingdom,2,$744.85
12925,United Kingdom,2,$694.05
17489,United Kingdom,2,$376.64
14891,United Kingdom,2,$554.38
12673,Germany,2,$610.52
18121,United Kingdom,2,$673.10
13816,Germany,2,$571.67
15088,United Kingdom,2,"$1,160.07"
15355,United Kingdom,2,$277.05
14716,United Kingdom,2,$329.68
13032,United Kingdom,2,"$1,010.18"
13452,United Kingdom,2,$590.00
15877,United Kingdom,2,$493.28
17181,United Kingdom,2,$239.92
15665,United Kingdom,2,"$2,242.01"
16367,United Kingdom,2,$804.49
15124,United Kingdom,2,$184.19
16555,United Kingdom,2,$285.89
14770,United Kingdom,2,$876.42
15353,United Kingdom,2,$777.02
17311,United Kingdom,2,"$1,384.85"
18261,United Kingdom,2,$324.24
14495,United Kingdom,2,$123.80
17708,United Kingdom,2,$267.08
13470,United Kingdom,2,$165.00
17329,United Kingdom,2,$523.11
16163,United Kingdom,2,$856.60
17026,United Kingdom,2,$154.83
15054,United Kingdom,2,$302.10
16405,United Kingdom,2,$167.25
13656,United Kingdom,2,$379.65
13276,United Kingdom,2,$590.93
16399,United Kingdom,2,$408.57
17084,United Kingdom,2,"$2,949.75"
14594,United Kingdom,2,$379.83
13659,United Kingdom,2,"$1,573.20"
14245,United Kingdom,2,"$1,693.45"
17964,United Kingdom,2,$471.70
13978,United Kingdom,2,$196.79
13460,United Kingdom,2,$183.44
15163,United Kingdom,2,$304.47
12781,Czech Republic,2,$826.74
13649,United Kingdom,2,$346.60
16690,United Kingdom,2,$225.58
15497,United Kingdom,2,"$1,262.20"
16386,United Kingdom,2,$317.20
18034,United Kingdom,2,$422.88
12450,Spain,2,$197.88
15912,United Kingdom,2,$264.62
16519,United Kingdom,2,$215.08
18189,United Kingdom,2,"$1,090.24"
13207,United Kingdom,2,$250.26
18252,United Kingdom,2,$526.67
12545,Spain,2,"$1,000.39"
16766,United Kingdom,2,"$1,145.60"
13601,United Kingdom,2,$693.32
13531,United Kingdom,2,$483.80
16778,United Kingdom,2,$245.94
13548,United Kingdom,2,$682.41
12940,United Kingdom,2,$913.54
17691,United Kingdom,2,$290.40
16091,United Kingdom,2,$315.06
17991,United Kingdom,2,$93.35
12794,Portugal,2,$860.41
14865,United Kingdom,2,$52.20
12552,Italy,2,$437.82
14813,United Kingdom,2,$155.43
16777,United Kingdom,2,$226.35
18282,United Kingdom,2,$178.05
16518,United Kingdom,2,$484.32
13083,United Kingdom,2,$303.75
17358,United Kingdom,2,$365.85
16561,United Kingdom,2,$511.12
13192,United Kingdom,2,$911.94
12590,Germany,2,"$9,864.26"
14984,United Kingdom,2,$213.27
18142,United Kingdom,2,"$1,019.52"
16479,United Kingdom,2,$300.83
16239,United Kingdom,2,$414.20
15146,United Kingdom,2,"$1,327.16"
17737,United Kingdom,2,$168.24
14150,United Kingdom,2,$658.64
15398,United Kingdom,2,"$1,345.53"
13525,United Kingdom,2,$628.78
16546,United Kingdom,2,$787.15
18248,United Kingdom,2,$804.02
13673,United Kingdom,2,$396.92
16185,United Kingdom,2,$529.41
15863,United Kingdom,2,$68.84
14567,United Kingdom,2,"$1,530.36"
16836,United Kingdom,2,$251.87
18071,United Kingdom,2,$453.00
15422,United Kingdom,2,$97.70
15630,United Kingdom,2,"$1,186.35"
17637,United Kingdom,2,$547.06
17391,United Kingdom,2,$508.80
18246,United Kingdom,2,$596.10
12375,Finland,2,$457.50
14138,United Kingdom,2,$982.38
13165,United Kingdom,2,"$1,021.48"
13821,United Kingdom,2,$385.64
17783,United Kingdom,2,$283.47
15121,United Kingdom,2,$457.72
16441,United Kingdom,2,$381.20
16835,United Kingdom,2,$180.85
12739,United Arab Emirates,2,"$1,013.04"
15649,United Kingdom,2,$816.00
13455,United Kingdom,2,"$1,058.34"
13954,United Kingdom,2,$439.92
14501,United Kingdom,2,$251.21
16644,United Kingdom,2,$833.78
15230,United Kingdom,2,$429.60
14448,United Kingdom,2,$375.35
15393,United Kingdom,2,$231.86
14037,United Kingdom,2,$147.20
14050,United Kingdom,2,$746.36
16986,United Kingdom,2,"$1,873.20"
17029,United Kingdom,2,$716.00
17772,United Kingdom,2,$182.77
14918,United Kingdom,2,"$1,610.15"
16916,United Kingdom,2,$576.26
16552,United Kingdom,2,$379.73
14754,United Kingdom,2,$638.05
14020,United Kingdom,2,$642.80
16036,United Kingdom,2,$758.92
16134,United Kingdom,2,$618.09
15690,United Kingdom,2,$239.76
16897,United Kingdom,2,$289.78
17235,United Kingdom,2,$550.06
16968,United Kingdom,2,$439.43
16189,United Kingdom,2,$215.48
13224,United Kingdom,2,"$2,155.95"
13672,United Kingdom,2,$186.39
16838,United Kingdom,2,$588.85
14644,United Kingdom,2,$830.76
14882,United Kingdom,2,$589.70
12865,Austria,2,"$1,568.23"
15918,United Kingdom,2,$334.23
13046,United Kingdom,2,$629.31
12908,United Kingdom,2,$750.00
13365,United Kingdom,2,"$2,225.37"
14920,United Kingdom,2,$977.77
13711,United Kingdom,2,$252.06
15654,United Kingdom,2,$922.53
14857,United Kingdom,2,"$1,173.12"
17658,United Kingdom,2,$595.42
14548,United Kingdom,2,$652.80
17339,United Kingdom,2,$243.36
15894,United Kingdom,2,$263.55
14520,United Kingdom,2,$270.60
17387,United Kingdom,2,$784.11
13754,United Kingdom,2,$282.60
12895,United Kingdom,2,$372.80
12435,Denmark,2,"$7,829.89"
16449,United Kingdom,2,$707.69
13822,United Kingdom,2,$632.00
13476,United Kingdom,2,"$1,238.47"
16322,United Kingdom,2,$326.75
15246,United Kingdom,2,$514.15
17540,United Kingdom,2,$578.90
15636,United Kingdom,2,$724.76
14108,United Kingdom,2,$597.91
16160,United Kingdom,2,"$1,025.44"
13589,United Kingdom,2,$379.65
17711,United Kingdom,2,$385.10
13431,United Kingdom,2,"$1,269.10"
15522,United Kingdom,2,$398.84
14346,United Kingdom,2,"$1,021.58"
12377,Switzerland,2,"$1,628.12"
17664,United Kingdom,2,$604.64
15012,United Kingdom,2,$423.04
16250,United Kingdom,2,$389.44
12546,Spain,2,"$1,161.50"
18030,United Kingdom,2,$230.65
16212,United Kingdom,2,$690.34
16653,United Kingdom,2,"$1,212.66"
16698,United Kingdom,2,"$1,998.00"
18196,United Kingdom,2,$689.13
14517,United Kingdom,2,$330.45
17931,United Kingdom,2,$408.36
14154,United Kingdom,2,"$1,345.62"
12547,Spain,2,$207.80
12386,Australia,2,$401.90
13040,United Kingdom,2,$676.99
13929,United Kingdom,2,$842.65
14396,United Kingdom,2,$487.99
14023,United Kingdom,2,$584.07
16788,United Kingdom,2,$597.48
